;Identificador do acidente;Identificador do condutor;Estado;Identificador do veículo;Tipo de veículo;Marca do veículo;Envolvido;Estado físico do condutor;Idade;Gênero
23713;582822;1297480;SP;1039255;Caminhonete;FIAT/FIORINO FLEX;Condutor;Ileso;33;Masculino
23714;582822;1297435;SP;1039233;Caminhonete;IVECO/DAILY 35-150CS;Condutor;Ileso;40;Masculino
23726;582829;1297507;SP;1039285;Automóvel;VW/GOL 1.0;Condutor;Lesões Leves;31;Masculino
23733;582834;1297383;SP;1039196;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
23734;582834;1297382;SP;1039195;Motocicleta;HONDA/CG 125 FAN ES;Condutor;Óbito;23;Masculino
23758;582843;1297393;SP;1039204;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Lesões Leves;23;Feminino
23781;582853;1297406;SP;1039212;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Lesões Leves;23;Masculino
23803;582862;1297685;SP;1039426;Automóvel;HYUNDAI/HB20 1.0M COMFOR;Condutor;Ileso;27;Masculino
23804;582862;1297684;SP;1039425;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Óbito;40;Masculino
23805;582863;1297518;SP;1039293;Automóvel;RENAULT/LOGAN EXP 1016V;Condutor;Ileso;53;Masculino
23806;582863;1297517;SP;1039292;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;25;Masculino
23851;582884;1297651;SP;1039392;Automóvel;RENAULT/KWID ZEN 2;Condutor;Ileso;39;Masculino
23865;582894;1297734;SP;1039467;Caminhonete;I/FORD RANGER 14A;Condutor;Ileso;41;Masculino
23866;582894;1297732;SP;1039465;Automóvel;FIAT/PALIO EDX;Condutor;Ileso;50;Masculino
23867;582894;1297733;SP;1039466;Automóvel;GM/CORSA HATCH JOY;Condutor;Ileso;26;Masculino
23905;582916;1297628;SP;1039367;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
23915;582921;1297637;SP;1039375;Automóvel;GM/CORSA WIND;Condutor;Lesões Leves;30;Masculino
23916;582921;1297640;SP;1039379;Caminhão-trator;VOLVO/FH 440 6X2T;Condutor;Ileso;46;Masculino
23977;582950;1297717;SP;1039454;Automóvel;I/GM CORSA CLASSIC;Condutor;Ileso;28;Masculino
24023;582972;1297865;SP;1039587;Caminhão;M.BENZ/ATEGO 2429;Condutor;Ileso;39;Masculino
24025;582972;1297869;SP;1039588;Motocicleta;JTA/SUZUKI EN125 YES SE;Condutor;Lesões Graves;47;Masculino
24068;582994;1297816;SP;1039544;Caminhão-trator;SCANIA/T124 GA4X2NZ 400;Condutor;Lesões Leves;38;Masculino
24090;583005;1298195;SP;1039842;Caminhão-trator;SCANIA/R 440 A6X2;Condutor;Lesões Leves;42;Masculino
24091;583005;1300068;SP;1041316;Caminhão-trator;M.BENZ/LS 1935;Condutor;Não Informado;41;Não Informado
24092;583006;1297838;SP;1039569;Motoneta;HONDA/BIZ 125 ES;Condutor;Lesões Leves;26;Feminino
24128;583027;1298019;SP;1039713;Automóvel;GM/CORSA SEDAN PREMIUM;Condutor;Ileso;67;Masculino
24129;583027;1298021;SP;1039715;Motocicleta;JTA/SUZUKI GSR125 S;Condutor;Lesões Leves;43;Masculino
24253;583078;1297964;SP;1039675;Automóvel;RENAULT/SANDERO EXP 16;Condutor;Lesões Leves;41;Feminino
24262;583083;1297981;SP;1039689;Automóvel;GM/CORSA HATCH MAXX;Condutor;Ileso;26;Masculino
24263;583083;1297983;SP;1039690;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Leves;41;Masculino
24326;583109;1298061;SP;1039739;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;25;Masculino
24366;583124;1298107;SP;1039774;Motocicleta;JTA/SUZUKI EN125 YES;Condutor;Lesões Graves;54;Masculino
24378;583133;1298234;SP;1039875;Caminhão-trator;VW/29.520 METEOR 6X4;Condutor;Ileso;43;Masculino
24379;583134;1298194;SP;1039839;Motoneta;JTA/SUZUKI BURGMAN I;Condutor;Lesões Leves;41;Masculino
24396;583145;1298204;SP;1039852;Caminhonete;I/NISSAN FRONTIER ATK X4;Condutor;Ileso;54;Masculino
24397;583145;1298205;SP;1039853;Automóvel;CHEV/ONIX 10MT LT2;Condutor;Não Informado;41;Não Informado
24429;583160;1298186;SP;1039836;Caminhão-trator;M.BENZ/LS 1935;Condutor;Ileso;33;Masculino
24431;583160;1298187;SP;1039837;Automóvel;VW/VIRTUS AF;Condutor;Lesões Graves;33;Masculino
24443;583165;1298221;SP;1039864;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Graves;23;Masculino
24455;583173;1298250;SP;1039891;Ônibus;MBENZ/MPOLO PARADISO R;Condutor;Ileso;57;Masculino
24457;583173;1298246;SP;1039889;Automóvel;I/GM CLASSIC LIFE;Condutor;Lesões Leves;20;Masculino
24466;583178;1299647;SP;1040981;Automóvel;IMP/VW GOLF GL 1.8 MI;Condutor;Lesões Leves;23;Masculino
24543;583218;1298301;SP;1039928;Motocicleta;HONDA/CG 160 TITAN EX;Condutor;Lesões Leves;39;Masculino
24546;583222;1298305;SP;1039930;Automóvel;I/FIAT CRONOS DRIVE1.3AT;Condutor;Ileso;38;Masculino
24547;583222;1298306;SP;1039931;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;25;Masculino
24548;583223;1298303;SP;1039929;Motocicleta;BMW/R1200 GS;Condutor;Ileso;62;Masculino
24645;583275;1298445;SP;1040035;Automóvel;RENAULT/LOGAN AUTH 10;Condutor;Ileso;39;Masculino
24709;583307;1298463;SP;1040049;Bicicleta;Não Informado;Condutor;Lesões Leves;32;Masculino
24710;583307;1298464;SP;1040050;Bicicleta;Não Informado;Condutor;Não Informado;41;Não Informado
24736;583316;1298524;SP;1040097;Automóvel;I/PEUGEOT 208 ACTIVE AT1;Condutor;Ileso;27;Masculino
24737;583316;1298523;SP;1040098;Motocicleta;HONDA/CB500;Condutor;Lesões Leves;53;Masculino
24770;583331;1298622;SP;1040168;Automóvel;GM/ZAFIRA CD;Condutor;Ileso;52;Masculino
24791;583342;1298549;SP;1040118;Automóvel;RENAULT/SANDERO EXP 16;Condutor;Lesões Leves;49;Masculino
24798;583346;1298624;SP;1040169;Motocicleta;GARINNI/GR125 ST;Condutor;Lesões Leves;28;Feminino
24819;583355;1298585;SP;1040139;Automóvel;GM/CORSA WIND;Condutor;Ileso;35;Masculino
24825;583359;1298578;SP;1040140;Automóvel;FIAT/ARGO DRIVE 1.0;Condutor;Lesões Leves;35;Masculino
24839;583368;1298627;SP;1040171;Motocicleta;HONDA/CB 300R;Condutor;Lesões Leves;26;Masculino
24858;583381;1298633;SP;1040178;Automóvel;RENAULT/SANDERO PRI 16;Condutor;Ileso;61;Masculino
24949;583420;1298758;SP;1040275;Caminhão-trator;VW/19.360 CTC 4X2;Condutor;Ileso;56;Masculino
24950;583420;1298759;SP;1040278;Automóvel;HYUNDAI/HB20 10M SENSE;Condutor;Ileso;31;Masculino
25075;583481;1299124;SP;1040549;Motocicleta;YAMAHA/XTZ150 CROSSER S;Condutor;Lesões Leves;30;Masculino
25112;583500;1298947;SP;1040428;Motocicleta;YAMAHA/FZ15 FAZER ABS;Condutor;Lesões Leves;21;Masculino
25127;583507;1300487;SP;1041677;Caminhão;M.BENZ/ATEGO 2430;Condutor;Ileso;36;Masculino
25128;583507;1300488;SP;1041676;Motoneta;HONDA/PCX 160 DLX ABS;Condutor;Ileso;39;Masculino
25131;583509;1302102;SP;1042965;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
25132;583509;1299089;SP;1040519;Automóvel;HONDA/CIVIC LXS;Condutor;Lesões Leves;23;Feminino
25146;583514;1299027;SP;1040458;Motocicleta;SUNDOWN/HUNTER 125 SE;Condutor;Lesões Graves;29;Masculino
25147;583514;1299029;SP;1040463;Automóvel;GM/KADETT IPANEMA GL;Condutor;Ileso;43;Masculino
25158;583517;1298909;SP;1040391;Automóvel;NISSAN/VERSA 16 SV;Condutor;Lesões Leves;50;Masculino
25169;583524;1298984;SP;1040456;Caminhão;M.BENZ/L 1620;Condutor;Ileso;50;Masculino
25198;583535;1299002;SP;1040466;Camioneta;FORD/ECOSPORT XL 1.6L;Condutor;Ileso;47;Feminino
25199;583535;1299003;SP;1040467;Caminhonete;FIAT/STRADA HD WK CD E;Condutor;Lesões Leves;59;Masculino
25200;583535;1299000;SP;1040462;Caminhão-trator;SCANIA/R450 A6X2;Condutor;Ileso;49;Masculino
25226;583550;1299120;SP;1040547;Automóvel;FIAT/PALIO FIRE ECONOMY;Condutor;Não Informado;41;Não Informado
25277;583581;1299131;SP;1040555;Motocicleta;YAMAHA/XTZ 250X;Condutor;Lesões Leves;37;Masculino
25278;583581;1299134;SP;1040557;Automóvel;FORD/FIESTA 1.6 FLEX;Condutor;Ileso;60;Masculino
25279;583581;1299148;SP;1040566;Automóvel;Não Informado;Condutor;Ileso;41;Não Informado
25339;583609;1299335;SP;1040740;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Graves;23;Masculino
25342;583611;1299563;SP;1040913;Automóvel;VW/GOL 1.0;Condutor;Lesões Graves;33;Feminino
25363;583623;1299182;SP;1040604;Caminhão;M.BENZ/ATEGO 1719 CL;Condutor;Ileso;28;Masculino
25364;583623;1299183;SP;1040605;Caminhonete;FIAT/STRADA ADVENTURE CD;Condutor;Lesões Leves;34;Masculino
25365;583623;1299184;SP;1040606;Caminhonete;CHEVROLET/S10 LT DD4A;Condutor;Ileso;40;Masculino
25402;583638;1299242;SP;1040656;Automóvel;VW/NOVO FOX CL MB;Condutor;Lesões Leves;75;Masculino
25403;583638;1299241;SP;1040655;Automóvel;TOYOTA/ETIOS SD PLT15 AT;Condutor;Ileso;40;Masculino
25422;583646;1299229;SP;1040643;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Graves;28;Masculino
25423;583646;1299230;SP;1040645;Automóvel;RENAULT/SANDERO EXPR 10;Condutor;Ileso;49;Masculino
25426;583648;1301070;SP;1042186;Motocicleta;HONDA/POP 110I;Condutor;Lesões Leves;23;Masculino
25427;583648;1301071;SP;1042187;Caminhão;M.BENZ/1718;Condutor;Ileso;43;Masculino
25518;583691;1299351;SP;1040750;Caminhonete;I/M.BENZ 315CDI STREET C;Condutor;Ileso;29;Masculino
25524;583694;1299395;SP;1040775;Automóvel;VW/GOL SPECIAL;Condutor;Ileso;30;Masculino
25525;583694;1299397;SP;1040781;Motocicleta;YAMAHA/CROSSER S ABS;Condutor;Lesões Leves;40;Masculino
25584;583726;1299472;SP;1040840;Motocicleta;HONDA/CG 125 FAN KS;Condutor;Lesões Leves;44;Masculino
25603;583736;1299545;SP;1040898;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;23;Masculino
25607;583739;1299579;SP;1040931;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;22;Masculino
25608;583739;1301084;SP;1042197;Automóvel;RENAULT/SANDERO EXP1016V;Condutor;Ileso;32;Masculino
25609;583740;1299592;SP;1040940;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;47;Masculino
25610;583740;1299604;SP;1040941;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
25632;583753;1300940;SP;1042076;Caminhão;M.BENZ/L 1620;Condutor;Ileso;76;Masculino
25633;583753;1300941;SP;1042077;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Óbito;31;Feminino
25648;583763;1299547;SP;1040899;Caminhonete;VW/EXPRESS DRC 4X2;Condutor;Lesões Leves;28;Masculino
25696;583779;1299591;SP;1040937;Motocicleta;Não Informado;Condutor;Não Informado;41;Não Informado
25697;583779;1299590;SP;1040936;Bicicleta;Não Informado;Condutor;Lesões Leves;71;Masculino
25728;583799;1299889;SP;1041172;Motocicleta;YAMAHA/FZ25 FAZER;Condutor;Lesões Leves;32;Feminino
25729;583799;1299890;SP;1041173;Automóvel;FIAT/PALIO EX;Condutor;Ileso;47;Masculino
25751;583814;1299662;SP;1040995;Automóvel;FIAT/LINEA HLX 1.9;Condutor;Ileso;29;Masculino
25752;583814;1299661;SP;1040994;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;34;Masculino
25773;583821;1299693;SP;1041030;Utilitário;I/MMC PAJERO HPE 3.2 D;Condutor;Ileso;64;Feminino
25774;583821;1299697;SP;1041031;Motocicleta;YAMAHA/YBR150 FACTOR ED;Condutor;Lesões Leves;35;Masculino
25786;583826;1299807;SP;1041113;Motocicleta;JTA-SUZUKI/GS120;Condutor;Lesões Leves;37;Masculino
25803;583833;1299812;SP;1041117;Automóvel;VW/SANTANA CL 1800 I;Condutor;Ileso;69;Masculino
25804;583833;1299811;SP;1041116;Motocicleta;HONDA/CG 125 FAN ES;Condutor;Lesões Leves;62;Masculino
25813;583838;1299777;SP;1041091;Caminhão;M.BENZ/ATEGO 1725;Condutor;Ileso;25;Masculino
25814;583838;1299778;SP;1041092;Micro-ônibus;CITROEN/JUMP GREENCAR ES;Condutor;Ileso;23;Masculino
25824;583844;1299742;SP;1041059;Caminhonete;GM/S10 COLINA S;Condutor;Lesões Leves;44;Masculino
25826;583844;1299747;SP;1041060;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Ileso;35;Masculino
25828;583844;1299732;SP;1041058;Automóvel;FIAT/WEEKEND ADVENTURE;Condutor;Ileso;33;Feminino
25883;583871;1299888;SP;1041171;Motocicleta;YAMAHA/XTZ250 TENERE;Condutor;Lesões Leves;52;Masculino
25896;583882;1299898;SP;1041184;Motocicleta;YAMAHA/NMAX;Condutor;Lesões Leves;38;Feminino
25958;583907;1299891;SP;1041174;Camioneta;I/CHEV TRACKER LTZ AT;Condutor;Ileso;43;Masculino
25959;583907;1299896;SP;1041181;Bicicleta;Não Informado;Condutor;Lesões Leves;27;Feminino
26025;583934;1299964;SP;1041241;Motocicleta;JTA/SUZUKI INTRUDER 125;Condutor;Lesões Leves;21;Masculino
26028;583937;1299970;SP;1041246;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;23;Feminino
26042;583946;1300537;SP;1041712;Motocicleta;HONDA/CG 125 CARGO KS;Condutor;Lesões Leves;27;Feminino
26090;583984;1300069;SP;1041318;Motoneta;HONDA/ELITE 125;Condutor;Lesões Leves;34;Masculino
26110;583996;1300055;SP;1041302;Automóvel;VW/VOYAGE MPI;Condutor;Lesões Leves;48;Masculino
26263;584075;1300247;SP;1041472;Motocicleta;HONDA/POP 110I;Condutor;Lesões Graves;39;Masculino
26277;584086;1300293;SP;1041501;Caminhão;FORD/11000;Condutor;Ileso;26;Masculino
26279;584086;1300298;SP;1041502;Motocicleta;HONDA/POP 110I;Condutor;Lesões Leves;20;Masculino
26294;584099;1300349;SP;1041538;Motoneta;HONDA/ADV 150;Condutor;Lesões Leves;36;Masculino
26295;584099;1300347;SP;1041537;Automóvel;HYUNDAI/HB20 1.0M UNIQUE;Condutor;Ileso;62;Masculino
26296;584100;1300325;SP;1041518;Automóvel;GM/MERIVA MAXX;Condutor;Ileso;47;Masculino
26318;584109;1300392;SP;1041574;Motocicleta;HONDA/NXR150 BROS ESD;Condutor;Lesões Graves;67;Masculino
26319;584109;1300389;SP;1041573;Automóvel;TOYOTA/YARIS SA XL15;Condutor;Ileso;32;Masculino
26331;584116;1300477;SP;1041665;Automóvel;CITROEN/C3 PICASSO GLX A;Condutor;Lesões Leves;67;Feminino
26369;584137;1300468;SP;1041657;Caminhão-trator;SCANIA/R124 GA4X2NZ 360;Condutor;Ileso;57;Masculino
26370;584137;1300616;SP;1041782;Caminhonete;RENAULT/MASTER FUR L3H2;Condutor;Lesões Leves;45;Masculino
26392;584148;1300481;SP;1041669;Caminhão;VOLVO/VM 270 6X2R;Condutor;Ileso;49;Masculino
26393;584148;1300482;SP;1041670;Caminhão-trator;VW/19.360 CTC 4X2;Condutor;Lesões Leves;54;Masculino
26415;584164;1300461;SP;1041646;Caminhão-trator;SCANIA/R124 GA4X2NZ 420;Condutor;Lesões Leves;33;Masculino
26440;584177;1300615;SP;1041788;Automóvel;VW/FOX 1.6 PRIME GII;Condutor;Ileso;70;Masculino
26441;584177;1300612;SP;1041783;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;19;Masculino
26451;584184;1300505;SP;1041691;Caminhonete;VW/SAVEIRO CE TL MB;Condutor;Lesões Leves;46;Masculino
26483;584203;1300524;SP;1041702;Motocicleta;JTA-SUZUKI/GSR150I;Condutor;Lesões Leves;34;Masculino
26494;584210;1300748;SP;1041900;Caminhão-trator;I/M.BENZ ACTROS2646LS6X4;Condutor;Ileso;43;Masculino
26495;584210;1300593;SP;1041759;Motocicleta;HARLEY DAVIDSON/FX FBS;Condutor;Lesões Leves;52;Masculino
26505;584214;1300581;SP;1041749;Motoneta;HONDA/PCX 150;Condutor;Lesões Graves;43;Masculino
26539;584231;1300699;SP;1041857;Automóvel;FIAT/IDEA ESSENCE 1.6 DL;Condutor;Lesões Leves;47;Feminino
26540;584231;1300702;SP;1041861;Caminhão;M.BENZ/ATEGO 2426;Condutor;Ileso;55;Masculino
26552;584239;1300608;SP;1041777;Caminhão-trator;IVECO/STRALIS 600S40T;Condutor;Ileso;71;Masculino
26553;584240;1300655;SP;1041824;Automóvel;VW/GOL 1.0;Condutor;Ileso;70;Masculino
26554;584240;1300665;SP;1041830;Motocicleta;HONDA/CB 650F;Condutor;Lesões Graves;25;Masculino
26562;584245;1300729;SP;1041886;Caminhão;FORD/F4000;Condutor;Lesões Leves;66;Masculino
26625;584276;1300782;SP;1041933;Automóvel;FORD/KA SE 1.0 HA C;Condutor;Ileso;53;Masculino
26626;584276;1300779;SP;1041934;Motocicleta;YAMAHA/FAZER250 BLUEFLEX;Condutor;Lesões Graves;34;Masculino
26694;584306;1300829;SP;1041979;Caminhonete;RENAULT/MASTER FURGAO L3;Condutor;Ileso;28;Masculino
26695;584306;1300827;SP;1041978;Automóvel;VW/VOYAGE 1.6 COMFORTL;Condutor;Ileso;62;Feminino
26696;584306;1300822;SP;1041971;Automóvel;TOYOTA/COROLLA XEI20FLEX;Condutor;Ileso;24;Masculino
26817;584364;1300948;SP;1042084;Automóvel;CITROEN/C3 ATTRACTION A;Condutor;Lesões Leves;40;Masculino
26846;584381;1301014;SP;1042139;Automóvel;GM/ASTRA HATCH 5P GSI;Condutor;Ileso;46;Masculino
26847;584382;1300989;SP;1042116;Automóvel;TOYOTA/ETIOS SD XS;Condutor;Lesões Leves;29;Feminino
26851;584385;1300999;SP;1042126;Automóvel;I/PEUGEOT 308 ACTIVE;Condutor;Lesões Leves;41;Masculino
26866;584393;1301018;SP;1042142;Caminhão;VW/24.280 CRM 6X2;Condutor;Ileso;44;Masculino
26873;584398;1301046;SP;1042161;Caminhão;IVECO/STRALISHD 570S38TN;Condutor;Ileso;26;Masculino
26874;584398;1301047;SP;1042160;Caminhonete;FIAT/FIORINO FLEX;Condutor;Lesões Graves;37;Masculino
26887;584406;1301043;SP;1042157;Automóvel;VW/CROSSFOX;Condutor;Ileso;44;Masculino
26895;584411;1301160;SP;1042251;Caminhão;FORD/CARGO 2422 E;Condutor;Lesões Leves;29;Masculino
27064;584486;1301629;SP;1042603;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Lesões Leves;27;Masculino
27078;584495;1301227;SP;1042314;Motocicleta;HONDA/CG 125 CARGO ES;Condutor;Lesões Leves;30;Masculino
27079;584495;1301228;SP;1042315;Automóvel;FORD/KA SE 1.0 HA C;Condutor;Ileso;45;Masculino
27123;584519;1301355;SP;1042408;Automóvel;HYUNDAI/HB20 1.6A PREM;Condutor;Lesões Leves;39;Masculino
27124;584519;1301358;SP;1042409;Automóvel;FIAT/PALIO ATTRACTIV 1.0;Condutor;Ileso;57;Masculino
27126;584519;1301363;SP;1042410;Automóvel;RENAULT/SANDERO ST16 SCE;Condutor;Lesões Leves;66;Masculino
27128;584520;1304221;SP;1044563;Caminhão-trator;M.BENZ/ACTROS 2546LS;Condutor;Ileso;33;Masculino
27129;584520;1304222;SP;1044623;Caminhão-trator;SCANIA/G450 A6X2;Condutor;Ileso;38;Masculino
27130;584520;1304219;SP;1044626;Caminhão-trator;M.BENZ/ACTROS 2548S;Condutor;Ileso;47;Masculino
27131;584520;1304211;SP;1044625;Automóvel;FORD/FIESTA SEDAN FLEX;Condutor;Ileso;38;Masculino
27177;584542;1301534;SP;1042528;Motocicleta;HONDA/CG 150 TITAN ES;Condutor;Óbito;33;Masculino
27178;584543;1301302;SP;1042377;Motocicleta;HONDA/XRE 190;Condutor;Lesões Leves;53;Masculino
27179;584543;1303321;SP;1042378;Utilitário;MMC/PAJERO TR4 FLEX;Condutor;Ileso;41;Feminino
27211;584561;1301423;SP;1042454;Automóvel;GM/PRISMA MAXX;Condutor;Lesões Leves;50;Masculino
27223;584569;1303340;SP;1043933;Automóvel;GM/VECTRA GL;Condutor;Lesões Leves;47;Masculino
27228;584569;1303342;SP;1043938;Automóvel;CHEV/ONIX PLUS JOY;Condutor;Ileso;60;Masculino
27229;584569;1301507;SP;1042508;Automóvel;FIAT/UNO ATTRACTIVE 1.0E;Condutor;Ileso;39;Masculino
27365;584639;1301544;SP;1042540;Automóvel;GM/CORSA WIND;Condutor;Ileso;20;Masculino
27367;584639;1301543;SP;1042539;Automóvel;I/VW JETTA CL AF;Condutor;Ileso;32;Masculino
27389;584648;1301599;SP;1042579;Automóvel;FORD/FIESTA SEDAN FLEX;Condutor;Lesões Graves;31;Masculino
27390;584648;1302809;SP;1043482;Caminhão;VOLVO/VM 270 6X2R;Condutor;Ileso;36;Masculino
27403;584655;1301671;SP;1042635;Automóvel;FORD/KA SE 1.0 HA;Condutor;Óbito;28;Masculino
27409;584659;1301587;SP;1042567;Camioneta;FORD/ECOSPORT FSL1.6FLEX;Condutor;Ileso;26;Masculino
27410;584659;1301585;SP;1042566;Camioneta;HYUNDAI/TUCSON GLSB;Condutor;Ileso;32;Masculino
27411;584659;1301586;SP;1042568;Automóvel;FORD/FIESTA FLEX;Condutor;Ileso;33;Masculino
27467;584693;1301669;SP;1042634;Automóvel;FIAT/UNO MILLE WAY ECON;Condutor;Ileso;22;Masculino
27490;584699;1302079;SP;1042956;Caminhão-trator;VOLVO/FH 500 6X2T;Condutor;Lesões Graves;37;Masculino
27583;584736;1301799;SP;1042723;Camioneta;FIAT/DOBLO EX;Condutor;Ileso;62;Masculino
27584;584736;1301801;SP;1042724;Automóvel;RENAULT/SANDERO EXP 16;Condutor;Lesões Leves;63;Feminino
27595;584740;1301817;SP;1042738;Automóvel;FIAT/PALIO EX;Condutor;Ileso;37;Masculino
27597;584740;1301819;SP;1042739;Automóvel;CHEVROLET/ONIX 1.4MT LTZ;Condutor;Ileso;45;Masculino
27598;584740;1303715;SP;1042737;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
27601;584741;1302015;SP;1042900;Automóvel;GM/CLASSIC SPIRIT;Condutor;Ileso;48;Masculino
27610;584744;1301903;SP;1042805;Automóvel;VW/POLO CL AB;Condutor;Ileso;35;Masculino
27611;584744;1303830;SP;1042802;Motocicleta;HONDA/CG 125 FAN;Condutor;Lesões Leves;45;Masculino
27640;584757;1301802;SP;1042726;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Lesões Leves;19;Masculino
27766;584824;1301925;SP;1042824;Automóvel;GM/VECTRA SEDAN ELEGANCE;Condutor;Ileso;50;Masculino
27788;584833;1301968;SP;1042860;Automóvel;TOYOTA/COROLLA XEI18FLEX;Condutor;Ileso;62;Masculino
27789;584833;1301969;SP;1042861;Automóvel;HONDA/CITY EX FLEX;Condutor;Ileso;52;Masculino
27812;584849;1302003;SP;1042888;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Graves;54;Masculino
27813;584849;1302002;SP;1042887;Micro-ônibus;PEUGEOT/BOXER M330M 23S;Condutor;Ileso;37;Masculino
27817;584853;1302068;SP;1042945;Utilitário;CHEV/TRAILBLAZER LTZ D4A;Condutor;Ileso;70;Masculino
27818;584853;1302071;SP;1042946;Motocicleta;HONDA/CG 150 TITAN ES;Condutor;Lesões Graves;35;Masculino
27829;584859;1302044;SP;1042923;Automóvel;JEEP/COMPASS LONG TF;Condutor;Ileso;54;Masculino
27830;584859;1302045;SP;1042926;Motocicleta;HONDA/CG 125 FAN KS;Condutor;Lesões Leves;64;Masculino
27865;584892;1302054;SP;1042933;Caminhonete;GM/MONTANA SPORT;Condutor;Ileso;69;Masculino
27866;584892;1303888;SP;1044385;Bicicleta;CALOI/MONDO;Condutor;Lesões Leves;17;Masculino
27873;584895;1302256;SP;1043102;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;20;Masculino
27904;584913;1302233;SP;1043088;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Lesões Leves;38;Masculino
27906;584913;1302245;SP;1043089;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
27974;584930;1302161;SP;1043029;Motoneta;HONDA/C100 BIZ ES;Condutor;Lesões Leves;35;Feminino
28011;584945;1302244;SP;1043091;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;58;Masculino
28012;584945;1302243;SP;1043090;Caminhonete;RENAULT/MASTER CH CABINE;Condutor;Ileso;23;Masculino
28032;584958;1302182;SP;1043048;Automóvel;VW/FOX 1.0;Condutor;Óbito;63;Masculino
28085;584991;1302433;SP;1043138;Automóvel;GM/PRISMA MAXX;Condutor;Ileso;31;Masculino
28086;584991;1302332;SP;1043139;Bicicleta;Não Informado;Condutor;Lesões Leves;20;Feminino
28132;585015;1302599;SP;1043351;Motocicleta;HONDA/CG 125 START;Condutor;Não Informado;41;Não Informado
28133;585015;1302594;SP;1043346;Motocicleta;YAMAHA/NMAX;Condutor;Ileso;45;Masculino
28159;585036;1302469;SP;1043250;Automóvel;FORD/DEL REY GL;Condutor;Lesões Leves;65;Masculino
28188;585051;1302463;SP;1043246;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;24;Masculino
28189;585051;1304400;SP;1044799;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
28260;585084;1303179;SP;1043787;Motocicleta;YAMAHA/YS150 FAZER ED;Condutor;Ileso;42;Masculino
28289;585099;1302621;SP;1043364;Camioneta;I/BMW X1 SDRIVE20I VL91;Condutor;Lesões Leves;43;Feminino
28295;585104;1302587;SP;1043343;Motocicleta;DUCATI/MULTISTRADA V4 S;Condutor;Lesões Leves;61;Masculino
